County,Year,subgroup1,subgroup_cat1,subgroup2,subgroup_cat2,aaRate10K,count,cRate10K,dailyMean
New York State,2016-2018,Month,2,AgeGroup,35+,6.033,7507,6.97,88.318
New York State,2016-2018,Month,2,Total,Total,3.115,7571,3.86,89.071
New York State,2016-2018,Month,3,AgeGroup,35+,6.653,8228,7.63,88.473
New York State,2016-2018,Month,3,Total,Total,3.43,8289,4.23,89.129
New York State,2016-2018,Month,4,AgeGroup,35+,6.327,7817,7.25,86.856
New York State,2016-2018,Month,4,Total,Total,3.264,7879,4.02,87.544
New York State,2016-2018,Month,5,AgeGroup,35+,6.548,8114,7.53,87.247
New York State,2016-2018,Month,5,Total,Total,3.38,8181,4.18,87.968
New York State,2016-2018,Month,6,AgeGroup,35+,6.079,7517,6.98,83.522
New York State,2016-2018,Month,6,Total,Total,3.14,7583,3.87,84.256
New York State,2016-2018,Month,7,AgeGroup,35+,6.128,7593,7.05,81.645
New York State,2016-2018,Month,7,Total,Total,3.161,7652,3.91,82.28
New York State,2016-2018,Month,8,AgeGroup,35+,6.147,7572,7.03,81.419
New York State,2016-2018,Month,8,Total,Total,3.175,7639,3.9,82.14
New York State,2016-2018,Month,9,AgeGroup,35+,6.016,7452,6.91,82.8
New York State,2016-2018,Month,9,Total,Total,3.105,7514,3.84,83.489
New York State,2017,AgeGroup,35+,Total,Total,25.351,31353,29.09,85.899
New York State,2017,Month,1,AgeGroup,35+,2.26,2787,2.59,89.903
New York State,2017,Month,1,Total,Total,1.168,2813,1.44,90.742
New York State,2017,Month,10,AgeGroup,35+,2.11,2599,2.41,83.839
New York State,2017,Month,10,Total,Total,1.088,2618,1.34,84.452
New York State,2017,Month,11,AgeGroup,35+,2.144,2651,2.46,88.367
New York State,2017,Month,11,Total,Total,1.104,2667,1.36,88.9
New York State,2017,Month,12,AgeGroup,35+,2.099,2600,2.41,83.871
New York State,2017,Month,12,Total,Total,1.085,2624,1.34,84.645
New York State,2017,Month,2,AgeGroup,35+,2.031,2535,2.35,90.536
New York State,2017,Month,2,Total,Total,1.049,2558,1.31,91.357
New York State,2017,Month,3,AgeGroup,35+,2.27,2792,2.59,90.065
New York State,2017,Month,3,Total,Total,1.17,2812,1.44,90.71
New York State,2017,Month,4,AgeGroup,35+,2.136,2631,2.44,87.7
New York State,2017,Month,4,Total,Total,1.103,2655,1.36,88.5
New York State,2017,Month,5,AgeGroup,35+,2.199,2721,2.52,87.774
New York State,2017,Month,5,Total,Total,1.137,2747,1.4,88.613
New York State,2017,Month,6,AgeGroup,35+,2.065,2546,2.36,84.867
New York State,2017,Month,6,Total,Total,1.066,2566,1.31,85.533
New York State,2017,Month,7,AgeGroup,35+,2.009,2500,2.32,80.645
New York State,2017,Month,7,Total,Total,1.039,2523,1.29,81.387
New York State,2017,Month,8,AgeGroup,35+,2.011,2494,2.31,80.452
New York State,2017,Month,8,Total,Total,1.039,2517,1.28,81.194
New York State,2017,Month,9,AgeGroup,35+,2.017,2497,2.32,83.233
New York State,2017,Month,9,Total,Total,1.039,2514,1.28,83.8
New York State,2017,Total,,Total,Total,13.085,31614,16.14,86.614
New York State,2018,AgeGroup,35+,Total,Total,24.517,30667,28.41,84.019
New York State,2018,Month,1,AgeGroup,35+,2.3,2885,2.67,93.065
New York State,2018,Month,1,Total,Total,1.191,2916,1.49,94.065
New York State,2018,Month,10,AgeGroup,35+,2.114,2638,2.44,85.097
New York State,2018,Month,10,Total,Total,1.088,2654,1.36,85.613
New York State,2018,Month,11,AgeGroup,35+,2.015,2535,2.35,84.5
New York State,2018,Month,11,Total,Total,1.041,2557,1.31,85.233
New York State,2018,Month,12,AgeGroup,35+,1.965,2458,2.28,79.29
New York State,2018,Month,12,Total,Total,1.017,2483,1.27,80.097
New York State,2018,Month,2,AgeGroup,35+,1.951,2446,2.27,87.357
New York State,2018,Month,2,Total,Total,1.009,2470,1.26,88.214
New York State,2018,Month,3,AgeGroup,35+,2.073,2594,2.4,83.677
New York State,2018,Month,3,Total,Total,1.069,2613,1.34,84.29
New York State,2018,Month,4,AgeGroup,35+,2.079,2607,2.41,86.9
New York State,2018,Month,4,Total,Total,1.072,2626,1.34,87.533
New York State,2018,Month,5,AgeGroup,35+,2.11,2636,2.44,85.032
New York State,2018,Month,5,Total,Total,1.088,2655,1.36,85.645
New York State,2018,Month,6,AgeGroup,35+,1.95,2441,2.26,81.367
New York State,2018,Month,6,Total,Total,1.009,2466,1.26,82.2
New York State,2018,Month,7,AgeGroup,35+,2.005,2510,2.33,80.968
New York State,2018,Month,7,Total,Total,1.035,2532,1.3,81.677
New York State,2018,Month,8,AgeGroup,35+,2.015,2494,2.31,80.452
New York State,2018,Month,8,Total,Total,1.042,2519,1.29,81.258
New York State,2018,Month,9,AgeGroup,35+,1.94,2423,2.24,80.767
New York State,2018,Month,9,Total,Total,1.001,2442,1.25,81.4
New York State,2018,Total,,Total,Total,12.662,30933,15.83,84.748
New York State,2000,AgeGroup,0-34,Total,Total,57.19247248909946,303,0.33,0.828
New York State,2000-2002,AgeGroup,0-34,Total,Total,175.91876026350064,932,1.02,0.85
New York State,2001,AgeGroup,0-34,Total,Total,58.702504766039375,311,0.34,0.852
New York State,2001-2003,AgeGroup,0-34,Total,Total,181.77013533664282,963,1.05,0.879
New York State,2002,AgeGroup,0-34,Total,Total,60.023783008361804,318,0.35,0.871
New York State,2002-2004,AgeGroup,0-34,Total,Total,181.58138130202533,962,1.06,0.878
New York State,2003,AgeGroup,0-34,Total,Total,63.043847562241645,334,0.37,0.915
New York State,2003-2005,AgeGroup,0-34,Total,Total,174.9749900904132,927,1.03,0.846
New York State,2004,AgeGroup,0-34,Total,Total,58.51375073142188,310,0.34,0.847
New York State,2004-2006,AgeGroup,0-34,Total,Total,159.6859132863965,846,0.94,0.772
New York State,2005,AgeGroup,0-34,Total,Total,53.417391796749655,283,0.32,0.775
New York State,2005-2007,AgeGroup,0-34,Total,Total,151.75824383246191,804,0.9,0.734
New York State,2006,AgeGroup,0-34,Total,Total,47.75477075822496,253,0.28,0.693
New York State,2006-2008,AgeGroup,0-34,Total,Total,145.71811472470225,772,0.87,0.704
New York State,2007,AgeGroup,0-34,Total,Total,50.58608127748731,268,0.3,0.734
New York State,2007-2009,AgeGroup,0-34,Total,Total,140.05549368617753,742,0.83,0.677
New York State,2008,AgeGroup,0-34,Total,Total,47.37726268898998,251,0.28,0.686
New York State,2008-2010,AgeGroup,0-34,Total,Total,140.62175579003002,745,0.83,0.68
New York State,2009,AgeGroup,0-34,Total,Total,42.09214971970025,223,0.25,0.611
New York State,2009-2011,AgeGroup,0-34,Total,Total,142.13178806696993,753,0.84,0.688
New York State,2010,AgeGroup,0-34,Total,Total,51.15234338133978,271,0.3,0.742
New York State,2010-2012,AgeGroup,0-34,Total,Total,146.2843768285547,775,0.86,0.707
New York State,2011,AgeGroup,0-34,Total,Total,48.8872949659299,259,0.29,0.71
New York State,2011-2013,AgeGroup,0-34,Total,Total,136.65792106306273,724,0.8,0.661
New York State,2012,AgeGroup,0-34,Total,Total,46.24473848128504,245,0.27,0.669
New York State,2012-2014,AgeGroup,0-34,Total,Total,123.44513863983842,654,0.73,0.597
New York State,2013,AgeGroup,0-34,Total,Total,41.52588761584779,220,0.24,0.603
New York State,2013-2015,AgeGroup,0-34,Total,Total,121.18009022442854,642,0.72,0.586
New York State,2014,AgeGroup,0-34,Total,Total,35.6745125427056,189,0.21,0.518
New York State,2014-2016,AgeGroup,0-34,Total,Total,123.82264670907341,656,0.73,0.599
New York State,2015,AgeGroup,0-34,Total,Total,43.97969006587516,233,0.26,0.638
New York State,2015-2017,AgeGroup,0-34,Total,Total,137.41293720153269,728,0.82,0.664
New York State,2016,AgeGroup,0-34,Total,Total,44.16844410049265,234,0.26,0.639
New York State,2016-2018,AgeGroup,0-34,Total,Total,143.64182034390984,761,0.86,0.694
New York State,2017,AgeGroup,0-34,Total,Total,49.264803035164874,261,0.3,0.715
New York State,2018,AgeGroup,0-34,Total,Total,50.208573208252325,266,0.3,0.729
New York State,2000,AgeGroup,35-44,Total,Total,140.30659044711717,1912,6.22,5.224
New York State,2000,AgeGroup,45-54,Total,Total,406.46349607038815,5539,21.55,15.134
New York State,2000-2002,AgeGroup,35-44,Total,Total,426.93710419525513,5818,19.01,5.308
New York State,2000-2002,AgeGroup,45-54,Total,Total,1232.379121322639,16794,64.06,15.323
New York State,2001,AgeGroup,35-44,Total,Total,143.09511055014568,1950,6.35,5.342
New York State,2001,AgeGroup,45-54,Total,Total,412.3340647083428,5619,21.3,15.395
New York State,2001-2003,AgeGroup,35-44,Total,Total,426.5701936553829,5813,19.14,5.309
New York State,2001-2003,AgeGroup,45-54,Total,Total,1221.371805126474,16644,62.54,15.2
New York State,2002,AgeGroup,35-44,Total,Total,143.53540319799228,1956,6.43,5.359
New York State,2002,AgeGroup,45-54,Total,Total,413.5815605439082,5636,21.22,15.441
New York State,2002-2004,AgeGroup,35-44,Total,Total,427.0104863032295,5819,19.39,5.309
New York State,2002-2004,AgeGroup,45-54,Total,Total,1182.9929626558453,16121,59.93,14.709
New York State,2003,AgeGroup,35-44,Total,Total,139.93967990724502,1907,6.35,5.225
New York State,2003,AgeGroup,45-54,Total,Total,395.4561798742231,5389,20.03,14.764
New York State,2003-2005,AgeGroup,35-44,Total,Total,419.2319828579396,5713,19.32,5.213
New York State,2003-2005,AgeGroup,45-54,Total,Total,1126.782267947429,15355,56.36,14.01
New York State,2004,AgeGroup,35-44,Total,Total,143.53540319799228,1956,6.61,5.344
New York State,2004,AgeGroup,45-54,Total,Total,373.955222237714,5096,18.71,13.923
New York State,2004-2006,AgeGroup,35-44,Total,Total,403.6015938593852,5500,18.91,5.018
New York State,2004-2006,AgeGroup,45-54,Total,Total,1094.8610509785503,14920,54.12,13.613
New York State,2005,AgeGroup,35-44,Total,Total,135.75689975270228,1850,6.36,5.068
New York State,2005,AgeGroup,45-54,Total,Total,357.37086583549194,4870,17.66,13.342
New York State,2005-2007,AgeGroup,35-44,Total,Total,375.20271807327936,5113,17.92,4.669
New York State,2005-2007,AgeGroup,45-54,Total,Total,1060.5182244465154,14452,51.86,13.198
New York State,2006,AgeGroup,35-44,Total,Total,124.30929090869064,1694,5.93,4.641
New York State,2006,AgeGroup,45-54,Total,Total,363.5349629053444,4954,17.77,13.573
New York State,2006-2008,AgeGroup,35-44,Total,Total,349.0053055264066,4756,17.04,4.339
New York State,2006-2008,AgeGroup,45-54,Total,Total,1051.638989381609,14331,50.92,13.076
New York State,2007,AgeGroup,35-44,Total,Total,115.13652741188643,1569,5.62,4.299
New York State,2007,AgeGroup,45-54,Total,Total,339.61239570567903,4628,16.45,12.679
New York State,2007-2009,AgeGroup,35-44,Total,Total,333.44829863582663,4544,16.68,4.146
New York State,2007-2009,AgeGroup,45-54,Total,Total,1016.0486670140087,13846,48.73,12.633
New York State,2008,AgeGroup,35-44,Total,Total,109.55948720582947,1493,5.48,4.079
New York State,2008,AgeGroup,45-54,Total,Total,348.4916307705855,4749,16.71,12.975
New York State,2008-2010,AgeGroup,35-44,Total,Total,319.06540547283765,4348,16.35,3.967
New York State,2008-2010,AgeGroup,45-54,Total,Total,1002.1794486068407,13657,47.7,12.461
New York State,2009,AgeGroup,35-44,Total,Total,108.75228401811071,1482,5.58,4.06
New York State,2009,AgeGroup,45-54,Total,Total,327.94464053774414,4469,15.57,12.244
New York State,2009-2011,AgeGroup,35-44,Total,Total,305.4897154975674,4163,15.98,3.802
New York State,2009-2011,AgeGroup,45-54,Total,Total,979.5777593507152,13349,46.47,12.191
New York State,2010,AgeGroup,35-44,Total,Total,100.75363424889744,1373,5.28,3.762
New York State,2010,AgeGroup,45-54,Total,Total,325.7431772985111,4439,15.42,12.162
New York State,2010-2012,AgeGroup,35-44,Total,Total,292.35431817014376,3984,15.54,3.635
New York State,2010-2012,AgeGroup,45-54,Total,Total,975.4683613041468,13293,46.43,12.129
New York State,2011,AgeGroup,35-44,Total,Total,95.98379723055925,1308,5.11,3.584
New York State,2011,AgeGroup,45-54,Total,Total,325.88994151445996,4441,15.48,12.167
New York State,2011-2013,AgeGroup,35-44,Total,Total,282.4477335935952,3849,15.19,3.512
New York State,2011-2013,AgeGroup,45-54,Total,Total,961.7459071129277,13106,46.16,11.958
New York State,2012,AgeGroup,35-44,Total,Total,95.61688669068707,1303,5.14,3.56
New York State,2012,AgeGroup,45-54,Total,Total,323.8352424911758,4413,15.53,12.057
New York State,2012-2014,AgeGroup,35-44,Total,Total,276.7239291715894,3771,15.04,3.441
New York State,2012-2014,AgeGroup,45-54,Total,Total,940.1715673684442,12812,45.66,11.69
New York State,2013,AgeGroup,35-44,Total,Total,90.84704967234889,1238,4.94,3.392
New York State,2013,AgeGroup,45-54,Total,Total,312.020723107292,4252,15.15,11.649
New York State,2013-2015,AgeGroup,35-44,Total,Total,268.7252794023761,3662,14.75,3.344
New York State,2013-2015,AgeGroup,45-54,Total,Total,928.0635195526627,12647,45.66,11.55
New York State,2014,AgeGroup,35-44,Total,Total,90.25999280855342,1230,4.96,3.37
New York State,2014,AgeGroup,45-54,Total,Total,304.31560176997647,4147,14.97,11.362
New York State,2014-2016,AgeGroup,35-44,Total,Total,268.2116046465551,3655,14.87,3.335
New York State,2014-2016,AgeGroup,45-54,Total,Total,928.0635195526627,12647,46.33,11.539
New York State,2015,AgeGroup,35-44,Total,Total,87.61823692147381,1194,4.86,3.271
New York State,2015,AgeGroup,45-54,Total,Total,311.72719467539423,4248,15.55,11.638
New York State,2015-2017,AgeGroup,35-44,Total,Total,264.46911713985895,3604,14.78,3.288
New York State,2015-2017,AgeGroup,45-54,Total,Total,941.1989168800864,12826,47.81,11.703
New York State,2016,AgeGroup,35-44,Total,Total,90.33337491652784,1231,5.06,3.363
New York State,2016,AgeGroup,45-54,Total,Total,312.020723107292,4252,15.82,11.617
New York State,2016-2018,AgeGroup,35-44,Total,Total,262.5611823325237,3578,14.72,3.265
New York State,2016-2018,AgeGroup,45-54,Total,Total,924.1742678300177,12594,48.0,11.491
New York State,2017,AgeGroup,35-44,Total,Total,86.5175053018573,1179,4.86,3.23
New York State,2017,AgeGroup,45-54,Total,Total,317.45099909740003,4326,16.46,11.852
New York State,2018,AgeGroup,35-44,Total,Total,85.71030211413854,1168,4.8,3.2
New York State,2018,AgeGroup,45-54,Total,Total,294.7025456253256,4016,15.72,11.003
New York State,2000,AgeGroup,55-64,Total,Total,673.4179001781903,7634,45.01,20.858
New York State,2000-2002,AgeGroup,55-64,Total,Total,2035.6909722834812,23077,131.9,21.056
New York State,2001,AgeGroup,55-64,Total,Total,676.41714154655,7668,44.28,21.008
New York State,2001-2003,AgeGroup,55-64,Total,Total,2038.3373617261516,23107,127.39,21.102
New York State,2002,AgeGroup,55-64,Total,Total,685.855930558741,7775,42.69,21.301
New York State,2002-2004,AgeGroup,55-64,Total,Total,2027.9282299183149,22989,121.77,20.975
New York State,2003,AgeGroup,55-64,Total,Total,676.0642896208606,7664,40.58,20.997
New York State,2003-2005,AgeGroup,55-64,Total,Total,1960.0924472045306,22220,113.75,20.274
New York State,2004,AgeGroup,55-64,Total,Total,666.0080097387132,7550,38.65,20.628
New York State,2004-2006,AgeGroup,55-64,Total,Total,1886.1699687726048,21382,106.01,19.509
New York State,2005,AgeGroup,55-64,Total,Total,618.0201478449569,7006,34.73,19.195
New York State,2005-2007,AgeGroup,55-64,Total,Total,1797.2512834988797,20374,98.09,18.606
New York State,2006,AgeGroup,55-64,Total,Total,602.1418111889345,6826,32.82,18.701
New York State,2006-2008,AgeGroup,55-64,Total,Total,1767.3470827967044,20035,94.04,18.28
New York State,2007,AgeGroup,55-64,Total,Total,577.0893244649883,6542,30.66,17.923
New York State,2007-2009,AgeGroup,55-64,Total,Total,1750.2337644007694,19841,90.79,18.103
New York State,2008,AgeGroup,55-64,Total,Total,588.1159471427816,6667,30.61,18.216
New York State,2008-2010,AgeGroup,55-64,Total,Total,1767.258869815282,20034,89.15,18.279
New York State,2009,AgeGroup,55-64,Total,Total,585.0284927929994,6632,29.55,18.17
New York State,2009-2011,AgeGroup,55-64,Total,Total,1751.204107196415,19852,85.65,18.13
New York State,2010,AgeGroup,55-64,Total,Total,594.114429879501,6735,29.04,18.452
New York State,2010-2012,AgeGroup,55-64,Total,Total,1787.9889204495332,20269,85.34,18.494
New York State,2011,AgeGroup,55-64,Total,Total,572.0611845239146,6485,27.14,17.767
New York State,2011-2013,AgeGroup,55-64,Total,Total,1787.9889204495332,20269,83.74,18.494
New York State,2012,AgeGroup,55-64,Total,Total,621.8133060461178,7049,29.18,19.26
New York State,2012-2014,AgeGroup,55-64,Total,Total,1825.126585628341,20690,84.27,18.878
New York State,2013,AgeGroup,55-64,Total,Total,594.114429879501,6735,27.43,18.452
New York State,2013-2015,AgeGroup,55-64,Total,Total,1828.9197438295018,20733,83.11,18.934
New York State,2014,AgeGroup,55-64,Total,Total,609.1988497027222,6906,27.69,18.921
New York State,2014-2016,AgeGroup,55-64,Total,Total,1897.9905082831988,21516,85.03,19.631
New York State,2015,AgeGroup,55-64,Total,Total,625.6064642472786,7092,27.98,19.43
New York State,2015-2017,AgeGroup,55-64,Total,Total,1939.7152484959688,21989,85.92,20.063
New York State,2016,AgeGroup,55-64,Total,Total,663.1851943331981,7518,29.34,20.541
New York State,2016-2018,AgeGroup,55-64,Total,Total,1963.268114535735,22256,86.29,20.307
New York State,2017,AgeGroup,55-64,Total,Total,650.9235899154919,7379,28.6,20.216
New York State,2018,AgeGroup,55-64,Total,Total,649.159330287045,7359,28.36,20.162
New York State,2000,AgeGroup,65-74,Total,Total,522.6781631446495,9990,78.38,27.295
New York State,2000-2002,AgeGroup,65-74,Total,Total,1522.3590103122988,29097,229.57,26.548
New York State,2001,AgeGroup,65-74,Total,Total,509.80740957772423,9744,76.9,26.696
New York State,2001-2003,AgeGroup,65-74,Total,Total,1482.0725052450937,28327,224.55,25.869
New York State,2002,AgeGroup,65-74,Total,Total,489.87343758992523,9363,74.27,25.652
New York State,2002-2004,AgeGroup,65-74,Total,Total,1426.560840470672,27266,216.88,24.878
New York State,2003,AgeGroup,65-74,Total,Total,482.3916580774443,9220,73.37,25.26
New York State,2003-2005,AgeGroup,65-74,Total,Total,1345.7785497904579,25722,205.13,23.469
New York State,2004,AgeGroup,65-74,Total,Total,454.29574480330245,8683,69.23,23.724
New York State,2004-2006,AgeGroup,65-74,Total,Total,1231.1451308265011,23531,188.14,21.47
New York State,2005,AgeGroup,65-74,Total,Total,409.09114690971114,7819,62.51,21.422
New York State,2005-2007,AgeGroup,65-74,Total,Total,1122.5285275544,21455,171.0,19.594
New York State,2006,AgeGroup,65-74,Total,Total,367.7582391134876,7029,56.37,19.258
New York State,2006-2008,AgeGroup,65-74,Total,Total,1073.5568798363427,20519,161.13,18.722
New York State,2007,AgeGroup,65-74,Total,Total,345.67914153120114,6607,52.18,18.101
New York State,2007-2009,AgeGroup,65-74,Total,Total,1056.7621160355986,20198,154.87,18.429
New York State,2008,AgeGroup,65-74,Total,Total,360.1194991916539,6883,52.66,18.806
New York State,2008-2010,AgeGroup,65-74,Total,Total,1054.669310577562,20158,150.62,18.392
New York State,2009,AgeGroup,65-74,Total,Total,350.96347531274364,6708,50.08,18.378
New York State,2009-2011,AgeGroup,65-74,Total,Total,1041.9555174199895,19915,145.37,18.187
New York State,2010,AgeGroup,65-74,Total,Total,343.5863360731645,6567,47.99,17.992
New York State,2010-2012,AgeGroup,65-74,Total,Total,1055.1925119420712,20168,142.18,18.401
New York State,2011,AgeGroup,65-74,Total,Total,347.40570603408133,6640,47.36,18.192
New York State,2011-2013,AgeGroup,65-74,Total,Total,1070.5223119221894,20461,138.36,18.669
New York State,2012,AgeGroup,65-74,Total,Total,364.20046983482536,6961,46.88,19.019
New York State,2012-2014,AgeGroup,65-74,Total,Total,1091.1364456838503,20855,134.64,19.028
New York State,2013,AgeGroup,65-74,Total,Total,358.91613605328286,6860,44.27,18.795
New York State,2013-2015,AgeGroup,65-74,Total,Total,1094.9034955083164,20927,129.88,19.111
New York State,2014,AgeGroup,65-74,Total,Total,368.01983979574214,7034,43.62,19.271
New York State,2014-2016,AgeGroup,65-74,Total,Total,1131.4752708875064,21626,129.45,19.732
New York State,2015,AgeGroup,65-74,Total,Total,367.9675196592912,7033,42.07,19.268
New York State,2015-2017,AgeGroup,65-74,Total,Total,1163.4428742590162,22237,128.95,20.289
New York State,2016,AgeGroup,65-74,Total,Total,395.487911432473,7559,43.76,20.653
New York State,2016-2018,AgeGroup,65-74,Total,Total,1198.4450455446788,22906,129.4,20.9
New York State,2017,AgeGroup,65-74,Total,Total,399.98744316725174,7645,43.1,20.945
New York State,2018,AgeGroup,65-74,Total,Total,402.969690944954,7702,42.57,21.101
New York State,2000,AgeGroup,75-84,Total,Total,534.0302291932754,11331,130.98,30.959
New York State,2000,AgeGroup,85+,Total,Total,300.07682192865457,6367,202.9,17.396
New York State,2000-2002,AgeGroup,75-84,Total,Total,1593.8900645209942,33819,385.35,30.857
New York State,2000-2002,AgeGroup,85+,Total,Total,943.165911800885,20012,629.69,18.259
New York State,2001,AgeGroup,75-84,Total,Total,526.0652562223406,11162,127.13,30.581
New York State,2001,AgeGroup,85+,Total,Total,315.8653778177859,6702,210.94,18.362
New York State,2001-2003,AgeGroup,75-84,Total,Total,1597.5190758746153,33896,381.73,30.955
New York State,2001-2003,AgeGroup,85+,Total,Total,983.0379066731391,20858,646.51,19.048
New York State,2002,AgeGroup,75-84,Total,Total,533.794579105378,11326,127.29,31.03
New York State,2002,AgeGroup,85+,Total,Total,327.2237120544446,6943,215.69,19.022
New York State,2002-2004,AgeGroup,75-84,Total,Total,1569.0525452565992,33292,371.6,30.376
New York State,2002-2004,AgeGroup,85+,Total,Total,997.2711719821472,21160,646.24,19.307
New York State,2003,AgeGroup,75-84,Total,Total,537.6592405468967,11408,127.31,31.255
New York State,2003,AgeGroup,85+,Total,Total,339.9488168009087,7213,219.73,19.762
New York State,2003-2005,AgeGroup,75-84,Total,Total,1497.3206585006058,31770,353.2,28.987
New York State,2003-2005,AgeGroup,85+,Total,Total,990.7672295561766,21022,628.71,19.181
New York State,2004,AgeGroup,75-84,Total,Total,497.59872560432467,10558,117.07,28.847
New York State,2004,AgeGroup,85+,Total,Total,330.0986431267939,7004,210.87,19.137
New York State,2004-2006,AgeGroup,75-84,Total,Total,1377.9403239717408,29237,325.45,26.676
New York State,2004-2006,AgeGroup,85+,Total,Total,943.5900819591006,20021,584.61,18.267
New York State,2005,AgeGroup,75-84,Total,Total,462.06269234938424,9804,108.87,26.86
New York State,2005,AgeGroup,85+,Total,Total,320.71976962847407,6805,198.57,18.644
New York State,2005-2007,AgeGroup,75-84,Total,Total,1261.387790497646,26764,299.42,24.442
New York State,2005-2007,AgeGroup,85+,Total,Total,890.1917720415311,18888,535.41,17.249
New York State,2006,AgeGroup,75-84,Total,Total,418.278906018032,8875,99.42,24.315
New York State,2006,AgeGroup,85+,Total,Total,292.77166920383263,6212,176.2,17.019
New York State,2006-2008,AgeGroup,75-84,Total,Total,1177.9205293643574,24993,281.84,22.804
New York State,2006-2008,AgeGroup,85+,Total,Total,847.1620659914505,17975,495.43,16.401
New York State,2007,AgeGroup,75-84,Total,Total,381.04619213022966,8085,91.01,22.151
New York State,2007,AgeGroup,85+,Total,Total,276.70033320922425,5871,161.71,16.085
New York State,2007-2009,AgeGroup,75-84,Total,Total,1107.6025431357486,23501,267.35,21.443
New York State,2007-2009,AgeGroup,85+,Total,Total,827.744498748698,17563,470.76,16.025
New York State,2008,AgeGroup,75-84,Total,Total,378.59543121609585,8033,91.35,21.948
New York State,2008,AgeGroup,85+,Total,Total,277.69006357839373,5892,158.04,16.098
New York State,2008-2010,AgeGroup,75-84,Total,Total,1070.5583493182642,22715,260.61,20.725
New York State,2008-2010,AgeGroup,85+,Total,Total,818.5070153031166,17367,452.81,15.846
New York State,2009,AgeGroup,75-84,Total,Total,347.9609197894231,7383,84.91,20.227
New York State,2009,AgeGroup,85+,Total,Total,273.35410196108,5800,151.3,15.89
New York State,2009-2011,AgeGroup,75-84,Total,Total,1013.7666781349709,21510,248.12,19.644
New York State,2009-2011,AgeGroup,85+,Total,Total,803.4254096776779,17047,432.35,15.568
New York State,2010,AgeGroup,75-84,Total,Total,344.00199831274534,7299,84.28,19.997
New York State,2010,AgeGroup,85+,Total,Total,267.46284976364296,5675,143.87,15.548
New York State,2010-2012,AgeGroup,75-84,Total,Total,995.8101414371827,21129,244.07,19.278
New York State,2010-2012,AgeGroup,85+,Total,Total,798.7595379373076,16948,417.88,15.464
New York State,2011,AgeGroup,75-84,Total,Total,321.8037600328025,6828,78.92,18.707
New York State,2011,AgeGroup,85+,Total,Total,262.6084579529548,5572,137.56,15.266
New York State,2011-2013,AgeGroup,75-84,Total,Total,953.6759057211128,20235,233.42,18.463
New York State,2011-2013,AgeGroup,85+,Total,Total,776.7969497452623,16482,396.1,15.038
New York State,2012,AgeGroup,75-84,Total,Total,330.00438309163485,7002,80.88,19.131
New York State,2012,AgeGroup,85+,Total,Total,268.6882302207099,5701,136.64,15.577
New York State,2012-2014,AgeGroup,75-84,Total,Total,922.7114841713836,19578,224.88,17.863
New York State,2012-2014,AgeGroup,85+,Total,Total,752.477860674242,15966,374.66,14.568
New York State,2013,AgeGroup,75-84,Total,Total,301.86776259667545,6405,73.65,17.548
New York State,2013,AgeGroup,85+,Total,Total,245.50026157159758,5209,122.26,14.271
New York State,2013-2015,AgeGroup,75-84,Total,Total,880.9542885959497,18692,213.26,17.07
New York State,2013-2015,AgeGroup,85+,Total,Total,703.5097724091451,14927,343.32,13.632
New York State,2014,AgeGroup,75-84,Total,Total,290.8393384830733,6171,70.42,16.907
New York State,2014,AgeGroup,85+,Total,Total,238.2893688819346,5056,116.19,13.852
New York State,2014-2016,AgeGroup,75-84,Total,Total,883.2165294397655,18740,211.75,17.099
New York State,2014-2016,AgeGroup,85+,Total,Total,683.3852549027,14500,327.36,13.23
New York State,2015,AgeGroup,75-84,Total,Total,288.24718751620094,6116,69.23,16.756
New York State,2015,AgeGroup,85+,Total,Total,219.72014195561295,4662,105.2,12.773
New York State,2015-2017,AgeGroup,75-84,Total,Total,889.3434317251,18870,210.1,17.217
New York State,2015-2017,AgeGroup,85+,Total,Total,658.2649555328284,13967,310.87,12.744
New York State,2016,AgeGroup,75-84,Total,Total,304.1300034404913,6453,72.08,17.631
New York State,2016,AgeGroup,85+,Total,Total,225.37574406515253,4782,106.15,13.066
New York State,2016-2018,AgeGroup,75-84,Total,Total,895.2346839225371,18995,206.54,17.331
New York State,2016-2018,AgeGroup,85+,Total,Total,635.5954170770906,13486,297.26,12.305
New York State,2017,AgeGroup,75-84,Total,Total,296.96624076840783,6301,68.81,17.263
New York State,2017,AgeGroup,85+,Total,Total,213.16906951206295,4523,99.58,12.392
New York State,2018,AgeGroup,75-84,Total,Total,294.138439713638,6241,65.83,17.099
New York State,2018,AgeGroup,85+,Total,Total,197.0506034998751,4181,91.62,11.455
Albany,2000-2018,AgeGroup,35+,Grand Total,Grand Total,489.358,8940,551.46,1.288
Allegany,2000-2018,AgeGroup,35+,Grand Total,Grand Total,774.35,2276,892.86,0.328
Bronx,2000-2018,AgeGroup,35+,Grand Total,Grand Total,620.746,40220,618.86,5.795
Broome,2000-2018,AgeGroup,35+,Grand Total,Grand Total,739.702,9831,897.79,1.417
Cattaraugus,2000-2018,AgeGroup,35+,Grand Total,Grand Total,817.692,4139,920.38,0.596
Cayuga,2000-2018,AgeGroup,35+,Grand Total,Grand Total,875.431,4504,985.95,0.649
Chautauqua,2000-2018,AgeGroup,35+,Grand Total,Grand Total,403.68,3724,492.9,0.537
